seq,year,age,sex,subject,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,interest,enjoy,mastgrad
500,1,16,1,4,7,3,5,7,7,7,5,5,6,5,7,7,6,6,4
501,1,17,1,4,7,1,1,1,5,1,1,6,4,1,6,7,3,2,1
502,1,NA,2,4,7,6,4,7,5,4,3,7,5,4,7,2,7,7,5
503,1,17,2,4,6,6,6,6,6,6,3,7,5,5,5,6,6,6,4
504,1,17,2,4,6,6,3,5,5,6,6,7,6,5,6,6,6,6,5
505,1,17,1,4,7,2,1,6,7,7,2,7,3,6,7,4,7,6,7
506,1,17,2,4,7,5,5,4,6,6,5,7,4,5,6,4,5,5,3
507,2,18,1,4,7,5,6,6,7,6,5,6,7,6,6,7,6,NA,5
508,2,17,2,4,6,1,1,7,7,7,5,6,3,7,7,5,6,6,5
509,2,18,1,4,5,7,7,4,5,5,5,5,6,5,5,6,7,7,3
510,2,18,2,4,7,1,1,4,4,7,1,7,6,6,7,7,7,5,4
511,2,18,1,4,4,2,5,1,6,1,6,7,1,1,6,6,7,7,1
512,2,18,2,4,7,5,5,4,7,5,6,6,6,4,6,7,6,6,6
513,2,18,2,4,6,6,6,5,6,4,5,7,5,4,5,2,6,6,4
514,2,18,2,4,6,4,3,4,6,4,4,6,5,5,6,6,6,6,4
515,2,19,2,4,7,7,7,NA,NA,1,1,7,1,1,7,7,7,7,3
516,2,18,1,4,5,1,4,7,4,6,4,4,2,4,4,7,5,5,4
517,2,17,2,4,7,2,2,5,7,7,2,6,4,6,7,2,6,6,4
518,2,18,2,4,7,3,7,5,5,5,7,7,6,5,6,7,7,7,4
519,2,17,2,4,7,7,5,5,6,5,5,6,5,4,6,7,7,4,3
520,2,18,2,4,2,4,4,1,6,1,3,6,1,1,7,1,7,6,2
521,2,18,2,4,7,2,4,4,6,6,4,7,4,5,6,1,6,6,1
522,2,19,2,4,6,5,6,1,7,3,6,7,1,3,7,7,7,7,1
523,2,18,2,4,7,4,7,6,7,6,7,7,7,6,7,7,7,7,1
524,2,18,1,4,5,2,2,1,6,7,5,7,6,7,7,6,7,6,2
525,1,18,1,4,7,5,4,5,7,5,6,7,6,5,7,6,4,4,2
526,2,18,1,4,1,2,3,7,7,7,4,7,5,7,7,1,7,7,1
527,2,18,1,4,7,6,4,1,2,4,1,6,3,6,4,5,1,1,4
528,2,18,1,4,3,4,4,5,6,3,3,6,3,3,4,3,5,6,4
529,2,18,1,4,7,2,2,6,4,6,1,7,7,4,5,4,7,7,2
530,2,18,1,4,4,6,5,5,5,5,6,7,6,6,5,4,6,4,4
531,2,22,1,4,6,3,4,2,5,2,4,6,5,2,6,5,6,6,1
532,2,18,1,4,7,3,3,6,7,6,7,6,7,6,7,6,7,7,3
533,2,18,2,4,7,4,2,5,5,2,2,7,5,4,7,2,7,7,3
534,2,18,1,4,5,3,1,6,3,4,1,7,5,5,7,4,3,4,1
535,2,NA,2,4,4,1,1,4,7,4,5,7,2,1,7,1,7,7,1
536,2,18,2,4,4,3,3,1,4,1,3,5,4,1,4,2,5,5,1
537,2,NA,1,4,7,1,4,7,7,7,1,6,2,4,7,2,7,7,4
538,2,18,2,4,7,6,1,5,4,4,1,5,1,3,7,7,7,7,4
539,2,18,1,4,1,3,5,5,7,5,6,7,3,2,7,4,5,6,1
540,2,17,1,4,7,4,4,5,7,7,5,7,7,5,7,5,7,7,2
541,2,18,2,4,7,6,5,7,7,6,3,7,1,5,7,1,7,7,2
542,2,18,1,4,1,2,4,6,7,6,4,7,2,6,6,1,5,5,2
543,2,18,1,4,6,2,2,5,6,5,3,7,3,3,7,1,6,6,4
544,1,17,2,4,7,4,4,7,7,4,3,7,1,4,7,3,7,7,3
545,2,18,2,4,6,6,6,5,6,5,5,6,6,5,5,6,4,4,4
546,2,18,1,4,4,5,4,4,6,3,4,6,3,3,5,4,7,7,2
547,2,18,2,4,7,5,3,6,2,6,4,6,3,5,6,5,6,6,4
548,2,18,2,4,2,6,6,5,3,5,4,6,2,2,7,2,6,6,2
549,2,18,1,4,4,2,4,7,7,7,4,7,1,7,6,5,7,7,1
550,2,18,2,4,7,4,6,1,6,1,5,7,2,1,7,7,6,6,4
551,2,18,2,4,4,3,4,3,7,4,4,7,1,3,7,6,3,4,2
552,2,18,2,4,6,4,3,5,6,5,4,3,3,4,3,1,7,5,4
553,2,18,2,4,7,1,3,7,7,4,1,7,5,3,7,7,7,7,1
554,2,18,2,4,7,6,3,4,6,3,3,5,1,2,6,2,6,6,2
555,2,18,2,4,7,2,2,7,7,7,1,7,1,7,7,7,7,7,3
556,2,20,2,4,7,1,1,1,5,3,1,7,1,1,7,4,4,4,5
557,2,18,2,4,5,1,3,2,6,4,2,6,3,4,2,4,3,6,4
558,2,18,2,4,7,5,4,6,7,7,6,7,5,5,7,3,3,3,5
559,2,18,2,4,7,2,1,6,7,7,4,5,3,5,6,3,5,4,2
560,2,18,1,4,7,4,7,7,7,7,4,7,1,1,7,1,7,7,1
561,2,18,2,4,7,6,6,4,3,4,5,7,7,6,5,7,6,4,4
562,2,19,2,4,7,4,4,7,7,7,7,7,5,7,7,6,7,7,4
563,2,18,2,4,6,2,5,4,6,2,3,4,3,3,4,5,5,5,3
564,2,19,2,4,5,2,4,3,6,6,2,7,2,3,7,4,6,6,1
565,2,18,2,4,5,5,4,3,6,4,5,6,3,3,6,7,7,7,2
566,2,NA,2,4,5,7,5,7,6,5,6,7,7,7,7,5,NA,7,1
567,2,17,2,4,6,4,2,5,5,3,2,3,3,4,4,1,6,6,3
568,2,18,2,4,7,6,7,6,6,6,7,7,7,7,7,7,6,6,4
569,2,18,2,4,7,7,7,7,5,7,7,7,7,7,5,7,1,1,4
570,2,19,2,4,7,1,6,1,4,1,1,7,1,1,7,7,7,7,1
571,2,18,2,4,5,2,6,4,6,5,5,7,6,5,7,7,7,7,1
572,2,18,1,4,5,4,7,7,4,5,6,7,4,4,7,5,6,4,3
573,2,18,1,4,6,5,4,4,6,6,7,7,7,6,7,7,7,7,4
574,2,18,1,4,7,4,6,2,4,4,5,7,7,3,7,7,7,7,5
575,2,18,1,4,7,7,7,7,3,7,3,7,3,7,6,3,6,6,4
576,2,18,2,4,3,7,NA,NA,7,2,7,6,2,2,7,7,7,7,4
577,2,18,2,4,7,5,7,6,6,7,6,5,1,5,7,1,6,5,4
578,2,19,1,4,7,4,2,4,3,4,4,6,4,4,4,6,5,5,5
579,2,18,1,4,7,5,4,6,6,6,5,5,7,6,6,6,5,4,4
580,2,NA,1,4,7,6,6,6,5,6,6,7,3,5,6,7,5,3,1
581,2,18,2,4,4,4,4,5,6,5,5,4,3,3,4,4,6,6,2
582,2,19,1,4,7,5,2,4,6,4,3,4,6,3,7,7,6,6,1
583,2,NA,2,4,4,1,6,6,5,6,5,6,1,6,6,2,7,4,2
584,2,18,2,4,5,1,1,7,5,5,1,3,2,4,6,2,7,5,3
585,2,NA,1,4,4,4,4,1,3,3,1,4,1,1,4,4,7,7,NA
586,2,18,2,4,7,3,2,6,7,5,5,6,6,6,6,3,6,6,4
587,2,18,2,4,7,2,6,7,3,3,3,3,5,3,5,7,7,5,5
588,2,18,2,4,7,3,5,7,7,7,5,5,2,2,6,2,6,6,2
589,2,18,2,4,5,2,4,4,5,4,3,5,5,3,5,2,7,6,3
590,2,18,2,4,7,6,5,5,6,5,1,7,2,2,5,4,5,4,1
591,2,18,2,4,5,1,2,5,6,4,2,3,3,1,5,5,4,4,1
592,2,18,2,4,7,5,3,5,6,7,5,6,6,7,6,7,7,6,3
593,2,18,2,4,2,6,6,6,2,1,2,3,1,1,2,1,2,2,5
594,2,19,2,4,7,1,4,7,7,7,1,7,2,7,7,7,7,7,1
595,2,18,2,4,7,2,1,6,7,6,5,7,2,5,7,1,7,7,2
596,2,18,1,4,7,2,5,6,5,6,3,6,3,2,6,1,3,2,1
597,4,20,1,1,6,7,6,2,6,1,3,6,4,1,6,5,6,6,2
598,4,20,2,1,7,4,5,4,6,5,5,5,6,5,5,6,6,6,4
599,4,20,2,1,7,5,2,5,7,5,1,6,1,4,6,1,7,7,2
600,4,19,1,1,5,2,4,5,5,5,4,4,3,4,4,4,5,5,4
601,4,21,2,1,7,1,2,2,6,2,1,7,4,1,7,1,7,6,1
602,4,20,2,1,7,4,1,5,7,7,3,7,1,6,7,1,7,7,NA
603,4,20,NA,1,4,1,4,5,7,4,7,5,1,1,7,1,5,6,2
604,4,20,1,1,5,3,3,6,7,5,6,7,3,3,7,3,6,6,1
605,4,20,1,1,6,3,3,4,5,4,2,5,4,5,5,5,6,5,1
606,4,20,1,1,7,5,3,6,6,6,3,6,2,4,6,3,6,6,2
607,4,20,1,1,6,3,3,5,5,6,7,7,2,5,6,3,7,6,3
608,3,19,2,1,5,3,4,4,5,3,4,6,2,2,5,4,6,6,4
609,3,21,1,1,4,6,6,5,7,5,3,5,2,4,6,2,7,7,1
610,3,19,2,1,7,3,7,6,4,6,6,7,5,7,7,2,7,3,4
611,3,19,1,1,5,3,5,5,5,2,4,7,1,1,7,5,3,4,4
612,3,19,2,1,5,3,1,1,6,1,4,7,1,1,4,4,7,7,3
613,4,20,2,1,4,1,6,4,7,2,3,7,1,2,7,1,5,5,1
614,4,20,2,1,6,2,1,6,7,6,1,7,2,3,7,3,7,5,1
615,3,19,2,3,7,7,5,5,4,6,3,7,3,5,3,7,5,4,5
616,3,19,2,5,5,2,5,6,7,5,5,6,4,4,6,1,4,3,2
617,3,20,1,5,7,1,1,5,5,6,1,7,3,3,7,1,7,5,1
618,4,20,2,3,5,6,4,1,3,1,3,4,3,3,6,3,7,5,1
619,1,17,2,4,7,5,6,6,6,6,7,7,7,5,7,5,7,6,3
620,1,17,2,4,6,3,3,1,5,3,3,6,6,4,6,5,7,7,5
621,2,NA,4,4,6,5,2,4,7,5,2,5,2,5,6,2,6,6,2
622,2,18,2,4,7,4,6,6,6,6,6,7,3,6,5,3,5,5,4
623,2,19,1,4,6,4,4,5,6,5,4,6,7,4,6,6,7,7,1
624,2,19,2,4,5,6,5,6,7,5,5,5,NA,3,6,5,5,5,3
