"from","to"
2506,3735
2506,3736
2506,4404
2506,4405
2506,5459
2506,454
2506,6129
2506,7472
2506,2248
2506,2246
2506,2245
2506,1524
2506,1523
2506,1525
2506,1522
2506,1521
2506,9581
2506,9580
2506,3882
2506,3489
2506,8510
2506,8509
2506,8505
2506,8504
2506,4303
2506,5809
2506,5811
2506,4101
2506,9070
2506,6019
2506,2098
2506,2097
2506,3669
2506,7659
2506,3743
2506,3742
2506,3747
2506,3888
2506,7636
2506,3036
2506,3034
2506,1024
2506,7893
2506,1938
2506,1941
2506,1940
2506,1237
2506,6188
2506,8691
2506,3083
2506,921
2506,5527
2506,5531
2506,5529
2506,5530
2506,7191
2506,3111
2506,7034
2506,1205
2506,3635
2506,4823
2506,2472
2506,2473
2506,2474
2506,4281
2506,13
2506,1021
2506,2119
2506,7323
2506,5126
2506,7960
2506,3045
2506,1753
2506,1752
2506,2061
2506,5114
2506,8523
2506,8522
2506,6829
2506,6828
2506,2754
2506,3424
2506,9441
2506,4074
2506,4078
2506,537
2506,538
2506,6555
2506,6552
2506,7189
2506,7188
2506,4802
2506,4805
2506,2937
2506,2304
2506,2305
2506,2301
2506,748
2506,744
2506,743
2506,7601
2506,7599
2506,3004
2506,2369
2506,2346
2506,2349
2506,2348
2506,9159
2506,9160
2506,5774
2506,812
2506,4786
2506,465
2506,2788
2506,470
2506,469
2506,6459
2506,6460
2506,1499
2506,1498
2506,1497
2506,1502
2506,1162
2506,1161
2506,1160
2506,1159
2506,9023
2506,9022
2506,9021
2506,4288
2506,4287
2506,3955
2506,3954
2506,8915
2506,8916
2506,8914
2506,369
2506,367
2506,25
2506,6841
2506,6843
2506,6844
2506,5874
2506,5875
2506,904
2506,208
2506,5181
2506,5182
2506,5183
2506,4519
2506,4520
2506,4521
2506,4523
2506,1276
2506,6737
2506,1826
2506,5735
2506,5736
2506,4940
2506,314
2506,317
2506,4594
2506,4593
2506,4592
2506,4591
2506,4590
2506,7315
2506,6668
2506,2577
2506,2579
2506,2582
2506,7802
2506,7803
2506,3543
2506,4431
2506,3540
2506,3544
2506,5344
2506,5345
2506,5346
2506,549
2506,4806
2506,5123
2506,9076
2506,4244
2506,5043
2506,2646
2506,6897
2506,1661
2506,1659
2506,1658
2506,1657
2506,4914
2506,6995
2506,6996
2506,6993
2506,2435
2506,4600
2506,2589
2506,3263
2506,479
2506,6526
2506,8189
2506,4657
2506,7179
2506,7180
2506,2268
2506,2884
2506,2882
2506,9186
2506,2790
2506,4789
2506,811
2506,4550
2506,506
2506,4416
2506,828
2506,831
2506,830
2506,4878
2506,2105
2506,2106
2506,2107
2506,2108
2506,7439
2506,5377
2506,5376
2506,5379
2506,5378
2506,5380
2506,5246
2506,5251
2506,1841
2506,6152
2506,6151
2506,6150
2506,641
2506,639
2506,476
2506,477
2506,2830
2506,6892
2506,6891
2506,6890
2506,4813
2506,4814
2506,1591
2506,1590
2506,1587
2506,8745
2506,7850
2506,7849
2506,4250
2506,3251
2506,3250
2506,3246
2506,3047
2506,6970
2506,6972
2506,174
2506,173
2506,172
2506,3401
2506,3402
2506,6935
2506,6934
2506,2058
2506,2057
2506,2060
2506,2055
2506,6303
2506,7159
2506,7158
2506,2586
2506,1087
2506,1088
2506,1090
2506,9535
2506,5930
2506,4772
2506,5932
2506,5931
2506,3375
2506,3377
2506,1904
2506,1914
2506,7750
2506,3146
2506,1214
2506,1209
2506,1210
2506,6334
2506,7279
2506,3767
2506,3765
2506,3770
2506,7998
2506,1970
2506,5485
2506,5487
2506,4671
2506,9458
2506,1610
2506,7016
2506,7018
2506,4358
2506,8489
2506,8490
2506,6941
2506,6938
2506,2717
2506,2716
2506,7623
2506,3663
2506,1553
2506,2396
2506,1730
2506,1731
2506,1732
2506,3759
2506,3757
2506,3758
2506,3761
2506,3762
2506,5500
2506,5496
2506,2931
2506,498
2506,4367
2506,4368
2506,4371
2506,4372
2506,4370
2506,3959
2506,3962
2506,3961
2506,3958
2506,8583
2506,2486
2506,2485
2506,8041
2506,8038
2506,2802
2506,2804
2506,2499
2506,7077
2506,7076
2506,6235
2506,6236
2506,5207
2506,9292
2506,9289
2506,9290
2506,9297
2506,8824
2506,8827
2506,8826
2506,2083
2506,2082
2506,7551
2506,7621
2506,7622
2506,542
2506,3124
2506,1225
2506,1226
2506,8774
2506,8775
2506,8777
2506,3491
2506,5709
2506,4950
2506,6392
2506,1238
2506,4995
2506,6419
2506,6418
2506,5010
2506,8930
2506,8933
2506,8934
2506,5156
2506,4508
2506,4510
2506,5726
2506,5729
2506,7679
2506,8722
2506,8723
2506,6412
2506,4222
2506,8561
2506,2501
2506,2502
2506,6794
2506,6793
2506,6796
2506,7611
2506,3509
2506,3008
2506,6625
2506,6623
2506,6624
2506,6619
2506,6620
2506,5209
2506,4895
2506,4896
2506,556
2506,6607
2506,5913
2506,5914
2506,5573
2506,5578
2506,954
2506,958
2506,957
2506,5562
2506,5561
2506,8437
2506,8436
2506,8433
2506,8432
2506,8431
2506,7513
2506,7519
2506,1666
2506,6232
2506,6231
2506,6230
2506,6228
2506,6227
2506,8503
2506,6903
2506,6902
2506,6905
2506,4529
2506,4528
2506,8605
2506,3326
2506,3327
2506,2999
2506,3000
2506,430
2506,429
2506,428
2506,432
2506,431
2506,5390
2506,5387
2506,6102
2506,6103
2506,2184
2506,2189
2506,2188
2506,2187
2506,2182
2506,9542
2506,9543
2506,9544
2506,4901
2506,270
2506,269
2506,5569
2506,5571
2506,5570
2506,9283
2506,3981
2506,3980
2506,7400
2506,946
2506,8251
2506,7745
2506,8783
2506,8784
2506,5367
2506,5365
2506,4669
2506,4668
2506,4300
2506,8938
2506,8429
2506,8430
2506,3128
2506,8089
2506,8090
2506,3165
2506,3164
2506,9494
2506,9491
2506,9497
2506,9500
2506,411
2506,416
2506,415
2506,414
2506,413
2506,5368
2506,5177
2506,3292
2506,3293
2506,9473
2506,9472
2506,2185
2506,2186
2506,2160
2506,3161
2506,8111
2506,8112
2506,8113
2506,8108
2506,8110
2506,8106
2506,3506
2506,8956
2506,4897
2506,3979
2506,3983
2506,5739
2506,778
2506,777
2506,6067
2506,6068
2506,6069
2506,5748
2506,1828
2506,1827
2506,2668
2506,2667
2506,2330
2506,6909
2506,6404
2506,9539
2506,6401
2506,6400
2506,6399
2506,1804
2506,760
2506,759
2506,1111
2506,1118
2506,1117
2506,6045
2506,3280
2506,3281
2506,3278
2506,3279
2506,3276
2506,7234
2506,7235
2506,9227
2506,9226
2506,3931
2506,8220
2506,8222
2506,8223
2506,3596
2506,3598
2506,9207
2506,9208
2506,9620
2506,9616
2506,1969
2506,1968
2506,869
2506,1263
2506,1074
2506,1075
2506,1076
2506,6584
2506,6585
2506,9275
2506,3977
2506,8570
2506,6416
2506,1813
2506,1814
2506,1815
2506,8384
2506,8383
2506,8382
2506,571
2506,566
2506,7212
2506,7213
2506,3671
2506,3670
2506,5094
2506,5093
2506,486
2506,487
2506,484
2506,485
2506,488
2506,489
2506,5449
2506,5448
2506,5447
2506,5453
2506,5452
2506,5451
2506,829
2506,4887
2506,4889
2506,826
2506,9395
2506,9396
2506,9399
2506,9400
2506,9398
2506,9394
2506,4777
2506,870
2506,150
2506,151
2506,152
2506,6478
2506,6480
2506,6479
2506,6475
2506,6474
2506,6477
2506,6476
2506,6472
2506,1874
2506,7839
2506,7837
2506,7836
2506,7840
2506,7841
2506,3242
2506,7195
2506,7199
2506,7196
2506,7197
2506,7194
2506,2624
2506,7523
2506,7524
2506,4238
2506,9198
2506,9197
2506,9196
2506,9193
2506,9194
2506,5110
2506,2044
2506,5112
2506,5106
2506,169
2506,9418
2506,9417
2506,9420
2506,9419
2506,4443
2506,4444
2506,4445
2506,4446
2506,4447
2506,8720
2506,8719
2506,8715
2506,8714
2506,6502
2506,6503
2506,6504
2506,1539
2506,1538
2506,8997
2506,7302
2506,7301
2506,7300
2506,2409
2506,2407
2506,2412
2506,2413
2506,2410
2506,3371
2506,7643
2506,7642
2506,7645
2506,7644
2506,9567
2506,9566
2506,9563
2506,9564
2506,299
2506,295
2506,296
2506,297
2506,4234
2506,3878
2506,3880
2506,3879
2506,4224
2506,8528
2506,9416
2506,4787
2506,4788
2506,170
2506,5111
2506,5108
2506,5109
2506,5107
2506,1744
2506,1745
2506,1746
2506,1740
2506,6342
2506,6341
2506,6340
2506,6339
2506,2411
2506,4638
2506,4641
2506,3842
2506,326
2506,327
2506,1976
2506,8837
2506,8835
2506,8836
2506,8839
2506,8500
2506,3231
2506,8170
2506,8171
2506,2607
2506,7503
2506,7505
2506,6787
2506,6025
2506,6026
2506,1762
2506,2112
2506,2113
2506,2114
2506,1754
2506,6696
2506,1766
2506,6012
2506,153
2506,7172
2506,4254
2506,4249
2506,4255
2506,7817
2506,8790
2506,7820
2506,7502
2506,1918
2506,1917
2506,573
2506,6523
2506,6524
2506,3840
2506,3839
2506,8125
2506,7214
2506,2560
2506,2557
2506,6643
2506,7874
2506,7870
2506,7271
2506,6930
2506,6929
2506,6928
2506,324
2506,8678
2506,3724
2506,3723
2506,5423
2506,5421
2506,5427
2506,5425
2506,5424
2506,1672
2506,8146
2506,8145
2506,5299
2506,5297
2506,3173
2506,2
2506,3181
2506,7453
2506,6589
2506,6513
2506,6512
2506,1559
2506,1913
2506,320
2506,321
2506,6292
2506,6293
2506,3641
2506,4210
2506,4211
2506,4212
2506,4213
2506,4214
2506,4215
2506,8332
2506,8254
2506,8330
2506,8335
2506,8336
2506,4042
2506,9371
2506,5979
2506,6168
2506,2942
2506,500
2506,2572
2506,2570
2506,7151
2506,7154
2506,8508
2506,3295
2506,3889
2506,3890
2506,2331
2506,3568
2506,3565
2506,3566
2506,349
2506,2988
2506,5288
2506,5289
2506,2996
2506,5291
2506,5292
2506,5293
2506,5283
2506,5284
2506,2140
2506,1791
2506,1793
2506,1795
2506,5786
2506,1797
2506,926
2506,6925
2506,2776
2506,7686
2506,7687
2506,7688
2506,2453
2506,2452
2506,7345
2506,5713
2506,5714
2506,4267
2506,4266
2506,4630
2506,4631
2506,9219
2506,9218
2506,9217
2506,8214
2506,1561
2506,1568
2506,8217
2506,2957
2506,2955
2506,2956
2506,2961
2506,7086
2506,2971
2506,2972
2506,1183
2506,6614
2506,1191
2506,2015
2506,2323
2506,8575
2506,3951
2506,3949
2506,3950
2506,9468
2506,9464
2506,9466
2506,9467
2506,9114
2506,9116
2506,8753
2506,8754
2506,1240
2506,1241
2506,1242
2506,1246
2506,5405
2506,5407
2506,5406
2506,5402
2506,787
2506,5055
2506,106
2506,105
2506,109
2506,110
2506,4306
2506,4375
2506,4373
2506,8163
2506,491
2506,5046
2506,6397
2506,5730
2506,5731
2506,5738
2506,5596
2506,769
2506,6422
2506,6420
2506,9624
2506,6425
2506,6426
2506,6423
2506,6424
2506,6428
2506,6429
2506,1699
2506,1697
2506,2045
2506,2357
2506,2356
2506,2359
2506,7267
2506,7268
2506,7269
2506,9608
2506,9610
2506,9605
2506,9604
2506,3516
2506,3517
2506,8246
2506,8121
2506,3172
2506,3177
2506,3176
2506,3179
2506,8801
2506,8800
2506,8799
2506,5026
2506,3985
2506,6533
2506,6532
2506,6531
2506,1563
2506,7150
2506,7149
2506,5651
2506,2569
2506,6822
2506,6821
2506,7806
2506,3199
2506,3201
2506,3202
2506,6313
2506,4041
2506,4040
2506,4045
2506,4712
2506,8331
2506,8333
2506,8334
2506,3398
2506,463
2506,2327
2506,2329
2506,3213
2506,7246
2506,3622
2506,436
2506,435
2506,434
2506,5631
2506,1129
2506,1128
2506,1127
2506,1126
2506,1131
2506,1130
2506,6815
2506,995
2506,2464
2506,7693
2506,5363
2506,4144
2506,5856
2506,5854
2506,5855
2506,9224
2506,9228
2506,7576
2506,7574
2506,8225
2506,8224
2506,3385
2506,3387
2506,4383
2506,4381
2506,4382
2506,540
2506,1221
2506,1220
2506,1222
2506,1219
2506,1218
2506,7126
2506,7127
2506,3166
2506,5261
2506,5260
2506,656
2506,657
2506,659
2506,660
2506,658
2506,1687
2506,1688
2506,1689
2506,3439
2506,3436
2506,3438
2506,8025
2506,8024
2506,4089
2506,5389
2506,5882
2506,6202
2506,6207
2506,1602
2506,1601
2506,1600
2506,1605
2506,9409
2506,7489
2506,2602
2506,2601
2506,2600
2506,5864
2506,896
2506,19
2506,6678
2506,9237
2506,9238
2506,1716
2506,1038
2506,145
2506,5085
2506,5086
2506,5084
2506,8012
2506,362
2506,361
2506,8011
2506,4879
2506,9513
2506,9511
2506,9509
2506,5960
2506,5961
2506,5964
2506,5963
2506,5959
2506,1678
2506,5663
2506,4378
2506,3217
2506,3215
2506,3214
2506,3219
2506,6179
2506,3407
2506,3405
2506,3409
2506,2799
2506,8006
2506,329
2506,2468
2506,2466
2506,2467
2506,2469
2506,5892
2506,7445
2506,1283
2506,1281
2506,5185
2506,1463
2506,236
2506,1456
2506,6199
2506,6197
2506,8339
2506,1957
2506,6756
2506,6755
2506,2815
2506,3969
2506,3970
2506,4675
2506,2047
2506,4678
2506,4679
2506,2373
2506,2375
2506,2376
2506,2377
2506,9528
2506,9079
2506,5551
2506,1992
2506,1993
2506,1994
2506,7550
2506,6609
2506,1330
2506,6260
2506,6258
2506,982
2506,981
2506,8102
2506,8098
2506,8097
2506,8100
2506,8099
2506,3923
2506,6134
2506,6407
2506,1528
2506,1526
2506,8962
2506,3033
2506,9078
2506,4110
2506,4113
2506,4108
2506,735
2506,734
2506,740
2506,3311
2506,674
2506,5068
2506,6153
2506,4187
2506,8834
2506,7164
2506,9157
2506,6499
2506,2792
2506,5321
2506,5307
2506,7255
2506,2345
2506,3597
2506,3618
2506,3645
2506,9496
2506,9495
2506,3487
2506,8917
2506,6191
2506,1249
2506,3745
2506,3388
2506,7652
2506,7651
2506,5078
2506,9388
2506,9384
2506,9387
2506,9386
2506,9383
2506,8323
2506,3428
2506,3434
2506,6309
2506,6306
2506,1714
2506,5281
2506,2970
2506,7365
2506,7366
2506,7367
2506,1614
2506,2109
2506,3665
2506,4830
2506,4829
2506,4827
2506,3256
2506,8200
2506,8199
2506,3752
2506,1213
2506,7085
2506,5830
2506,5833
2506,1208
2506,1211
2506,8694
2506,8695
2506,6430
2506,7004
2506,7005
2506,2875
2506,1460
2506,8197
2506,7847
2506,2538
2506,5436
2506,2541
2506,8047
2506,9323
2506,9324
2506,9327
2506,2157
2506,7706
2506,4867
2506,4868
2506,4872
2506,4873
2506,6133
2506,7032
2506,9143
2506,7913
2506,7912
2506,4791
2506,6457
2506,7055
2506,3394
2506,4465
2506,6848
2506,2935
2506,3348
2506,1000
2506,5226
2506,1326
2506,7668
2506,2005
2506,7747
2506,4469
2506,7650
2506,4462
2506,7319
2506,2433
2506,7982
2506,7983
2506,7977
2506,8187
2506,2520
2506,6798
2506,2515
2506,6632
2506,6795
2506,3802
2506,8076
2506,8078
2506,77
2506,76
2506,4695
2506,4696
2506,9294
2506,9293
2506,9296
2506,9295
2506,7056
2506,7057
2506,7058
2506,7059
2506,7066
2506,3084
2506,2165
2506,3077
2506,2163
2506,7805
2506,2576
2506,2578
2506,5676
2506,2580
2506,5678
2506,5686
2506,2581
2506,8151
2506,1155
2506,8149
2506,8147
2506,1151
2506,3207
2506,3205
2506,5988
2506,7029
2506,5998
2506,1389
2506,1390
2506,6315
2506,6318
2506,6667
2506,6665
2506,6669
2506,1945
2506,1947
2506,1946
2506,1949
2506,1948
2506,1943
2506,2270
2506,3763
2506,8165
2506,7284
2506,8166
2506,8172
2506,8173
2506,464
2506,9286
2506,9016
2506,9015
2506,9017
2506,9019
2506,4280
2506,8676
2506,4259
2506,1397
2506,5992
2506,5991
2506,7031
2506,5989
2506,3775
2506,5995
2506,5642
2506,9040
2506,9044
2506,9043
2506,4419
2506,4420
2506,4418
2506,9397
2506,5422
2506,4070
2506,833
2506,832
2506,834
2506,5431
2506,3773
2506,5433
2506,2773
2506,816
2506,815
2506,4765
2506,9378
2506,9377
2506,4545
2506,4548
2506,4547
2506,4196
2506,2584
2506,2583
2506,5490
2506,5488
2506,4054
2506,5486
2506,5484
2506,1713
2506,8535
2506,8536
2506,6435
2506,6847
2506,6846
2506,1951
2506,9439
2506,720
2506,7653
2506,3425
2506,3423
2506,3751
2506,3750
2506,3749
2506,3584
2506,3580
2506,3581
2506,3582
2506,3583
2506,1552
2506,6543
2506,6542
2506,6545
2506,6541
2506,515
2506,516
2506,519
2506,6274
2506,3287
2506,4796
2506,4794
2506,3421
2506,8364
2506,8365
2506,8366
2506,2462
2506,2461
2506,2463
2506,4819
2506,6101
2506,4270
2506,4271
2506,4272
2506,4706
2506,9246
2506,9247
2506,8689
2506,4654
2506,4660
2506,908
2506,906
2506,909
2506,6194
5885,7751
7294,2506
8413,5033
8413,4943
8413,817
8413,7240
8413,2662
8413,2076
8413,1983
8413,6279
8413,5612
8413,3864
8413,9089
8413,8659
9093,4253
9093,1809
9093,2251
1095,2050
5013,7946
9454,2506
9454,9469
9454,6276
3048,6932
3048,5595
3048,48
3048,1774
8488,2700
8488,2916
8488,3275
4785,3339
4785,5413
4785,3691
4785,2075
4785,4534
4785,2153
4785,2450
4785,2529
4785,7554
4785,1482
4785,5869
4785,766
4785,2692
4785,2597
4785,7566
4785,7541
4785,5899
4785,3948
4785,1215
4785,8007
4785,6880
4785,6715
4785,7130
4785,2155
4785,9274
4785,8059
4785,4109
4785,7577
4785,180
4785,7293
4785,3906
4785,4036
1739,6685
1739,2671
4297,8274
381,9614
5798,8990
5798,6081
5798,4960
5798,2854
5798,4143
5798,1933
5798,8950
5798,8244
5798,6580
5798,7971
5798,3504
5798,2657
5798,2599
5798,7043
5798,2162
5798,7725
5798,3785
5798,8787
9269,8302
9269,1803
9269,7548
9269,6204
9269,8755
5653,1831
6653,1784
6653,5990
6653,1656
882,3616
5503,207
4002,9381
4002,7919
4002,2567
8983,2798
8983,6691
8983,2421
8983,6901
8983,2503
8983,637
8983,590
8983,2697
8983,4220
8983,7062
8983,5942
8983,4875
8983,7562
8983,5696
8983,5878
8983,2907
8983,1737
8983,1391
8983,8864
8983,8904
8983,9527
8983,3700
8983,1514
8983,5518
8983,8176
8983,9282
8983,3525
8983,630
8983,1113
8983,8356
8983,8122
8983,7264
8983,3563
8983,2095
8983,6021
8983,814
8983,8033
8983,7654
8983,8928
750,2506
750,1780
750,207
7068,3262
7068,6675
7777,5069
7777,4023
5194,16
5194,6118
5194,6327
5194,1018
5194,4257
5194,7346
5194,9146
5194,2308
5194,8750
5194,8749
5194,9375
5194,4680
5194,5474
5194,460
5194,1014
5194,5555
5194,2895
5194,5437
5194,7716
5194,7662
5194,5117
5194,5857
5537,266
5537,7527
5537,7517
5537,7701
544,7717
4768,6145
4768,5907
4768,5553
4768,5541
4768,5563
6730,2506
2598,7170
1123,5069
1123,3477
1123,6018
1123,9065
1123,5416
1123,3058
1123,1966
1123,1859
5338,2506
5338,4580
5338,2909
8079,5545
8079,6204
3411,4890
3411,501
3778,2707
3778,960
5082,2506
8688,2290
8688,1367
2783,5605
2783,697
2783,2425
2783,1631
2783,1584
2783,1983
2783,2673
2783,9455
2783,8932
2783,8651
2783,849
2783,6868
2783,6004
2783,1717
3672,2506
3672,419
7291,8806
7291,3929
7355,2506
2148,2506
2148,4795
2148,2110
2881,2506
2881,3626
7426,1328
7426,7132
7426,1848
7426,6465
7426,7797
7426,5178
458,2506
8074,2506
9302,3048
9302,698
9302,2817
9302,2050
9302,7694
9302,6944
9302,2610
9302,3152
9302,3941
9302,4948
9302,6350
9302,5312
9302,2821
9302,116
9302,2723
9302,2787
9302,3688
9302,2104
9302,1232
9302,6788
9302,4605
9302,1322
9302,6096
9302,6881
9302,8115
9302,5018
9302,8462
9302,4403
9302,1341
9302,4217
9302,7581
9302,2306
9302,1200
9302,741
9302,8474
9302,1487
9302,8292
9302,7613
9302,7401
9302,5606
9302,148
9302,2625
9302,5747
9302,1741
9302,3884
9302,418
9302,3946
9302,8274
9302,8858
9302,1911
9302,9214
9302,185
9302,2068
9302,4332
9302,6583
9302,2930
9302,7563
9302,1244
9302,6777
9302,2427
9302,6124
9302,6582
9302,1379
9302,8066
9302,8572
9302,9124
9302,6990
9302,1735
9302,2853
9302,3836
9302,7437
9302,2743
9302,1495
9302,1768
9302,5014
9302,4340
9302,1386
9302,6631
9302,5984
9302,2121
9302,7467
9302,9351
9302,8711
9302,2864
9302,4139
9302,6136
9302,9120
9302,3133
9302,2284
9302,5395
9302,3317
9302,1134
9302,2658
9302,4481
9302,6417
9302,7351
9302,3726
9302,2706
9302,1146
9302,9492
9302,9099
9302,889
9302,8662
9302,3362
9302,2476
9302,8448
9302,4061
9302,1224
9302,7833
9302,3696
9302,3713
9302,2544
9302,4458
9302,2219
9302,5391
9302,7801
9302,3510
9302,6184
9302,5256
9302,34
9302,7481
9302,46
9302,73
9302,5611
9302,9298
9302,2296
9302,8896
9302,9221
9302,2633
9302,2027
9302,8393
9302,3927
9302,4497
9302,3841
9302,2102
9302,3396
9302,4090
9302,2911
9302,289
9302,891
9302,8875
9302,6577
9302,1650
9302,2127
9302,7331
9302,4970
9302,3148
9302,2835
9302,8913
9302,2784
9302,2865
9302,5004
9302,9236
9302,9346
9302,219
9302,8862
9302,7776
9302,3459
9302,9129
9302,5772
9302,6190
9302,6601
9302,9229
9302,8406
9302,6605
9302,2524
9302,6156
9302,3209
9302,9284
9302,3837
9302,4432
9302,6254
9302,7299
9302,5847
9302,3391
9302,2760
9302,2457
9302,836
9302,7536
9302,8075
9302,5509
9302,8771
9302,9559
9302,5926
9302,9303
9302,3110
9302,9127
9302,8701
9302,9623
9302,199
9302,7518
9302,662
9302,8185
9302,7364
9302,6382
9302,4614
9302,1462
9302,2192
9302,74
9302,986
9302,7673
9302,184
9302,4582
9302,1245
9302,2978
9302,4439
9302,2989
9302,5210
9302,1166
9302,1475
9302,8017
9302,3482
9302,2953
9302,5957
9302,3866
9302,5162
9302,937
9302,3021
9302,6862
9302,198
9302,5298
9302,4846
9302,2549
9302,5373
9302,1207
9302,5673
9302,2028
9302,3384
9302,2564
9302,9599
9302,3690
9302,4998
9302,237
9302,4311
9302,7344
9302,1364
9302,7173
9302,1959
9302,7430
9302,1247
9302,7590
9302,3733
9302,7607
9302,4692
9302,2274
9302,5928
9302,9355
9302,133
9302,9199
9302,4150
9302,7038
9302,4801
9302,6836
9302,6675
9302,7761
9302,3458
9302,7496
9302,7248
9302,1973
9302,3704
9302,3590
9302,1422
9302,9330
9302,7360
9302,6003
9302,1712
9302,9125
9302,8083
9302,1790
9302,8639
9302,1466
9302,2995
9302,1923
9302,5446
9302,1512
9302,2223
9302,9401
9302,3015
9302,915
9302,5116
9302,3523
9302,4840
9302,3792
9302,1960
9302,8658
9302,589
9302,838
9302,4989
9302,629
9302,7075
9302,3067
9302,3545
9302,683
9302,858
9302,7640
9302,8475
9302,6165
9302,1558
9302,7987
9302,7984
9302,6998
9302,3381
9302,2267
9302,3772
9302,9585
9302,7182
9302,6736
9302,5887
9302,3990
9302,7632
9302,4925
9302,1035
9302,7877
9302,4175
9302,9522
9302,7429
9302,9551
9302,7410
9302,805
9302,53
9302,1990
9302,2368
9302,8807
9302,1363
9302,8351
9302,902
9302,4589
9302,8441
9302,8058
9302,3692
9302,2043
9302,3009
9302,6621
9302,8435
9302,378
9302,3253
9302,6294
9302,8120
9302,8802
9302,2239
9302,7148
9302,3722
9302,3728
9302,9012
9302,4044
9302,3397
9302,2328
9302,7352
9302,5858
9302,8559
9302,7320
9302,3167
9302,898
9302,1718
9302,1198
9302,3373
9302,510
9302,3640
9302,9235
9302,1284
9302,6245
9302,466
9302,3642
9302,66
9302,1251
9302,2540
9302,3002
9302,8398
9302,8958
9302,6774
9302,6458
9302,8765
9302,8781
9302,4052
9302,4053
9302,5692
9302,4549
9302,5304
9302,5294
9302,9046
9302,6317
9302,7041
9302,7842
9302,7052
9302,8357
9302,8349
9302,8358
9302,8360
9302,1950
9302,2933
9302,2640
9302,5681
9302,7305
9302,5941
9302,4936
9302,2689
9302,618
9302,284
9302,5495
9302,874
9302,6362
9302,6360
9302,1788
9302,4098
9302,7835
9302,7128
9302,7131
9302,3801
9302,9188
9302,8677
9302,6544
9302,2197
9302,2200
7779,3639
1484,8896
1484,8186
3965,5033
2898,2121
2898,8758
205,2506
5245,7003
5245,5532
5245,3483
5245,2769
5245,4031
3824,675
3824,9150
3824,5439
4982,2506
8812,2506
2986,2378
2986,8769
2986,2181
2986,2917
2986,2842
3494,8620
7369,9302
752,6164
752,8921
752,4428
752,2764
8543,960
8543,5533
1408,2506
4354,6969
8128,1437
8128,2573
8128,3936
8128,5036
8128,5807
8128,7097
8128,4024
8128,4716
8128,9430
8128,5797
8128,7994
8128,5230
8128,9403
6565,2506
2556,2506
5481,2715
5481,9065
5481,8887
5481,3197
5481,9195
5481,5975
5481,3850
5481,2194
5481,3493
5481,4344
5481,7734
5481,7692
5481,8440
5481,7170
5481,8555
5481,4854
5481,8526
5481,7011
5481,5860
5481,4898
5481,755
5481,2054
196,2506
2644,2781
2644,1036
2644,6955
2644,4640
2644,9047
2644,7732
2644,3901
2644,7047
2644,5352
2644,2536
2644,3370
2644,7012
2644,8238
2644,4861
2644,3739
2644,4740
2644,7163
2644,7676
2644,1988
2644,6628
2644,9161
2644,8830
2644,4180
2644,2947
2644,5925
2644,2446
2644,7464
2644,2923
2644,336
2644,6865
2644,9456
2644,6633
2644,12
8592,9462
8592,4577
6319,7003
6319,9074
6319,478
6186,8627
6186,2455
6186,6714
6186,2120
6186,1560
6186,3488
6186,6445
6186,3988
6186,3304
6186,5056
6186,5441
7540,2506
5767,5798
5767,4754
5767,2599
8283,1115
8283,8526
480,7904
3152,8399
3152,8738
3152,8899
3152,8891
3152,7170
3152,7491
5282,1325
5282,9175
5282,5090
5282,8607
5282,8174
5282,4577
4341,7105
4341,2611
4341,1562
4341,8342
4341,3011
4341,3521
4341,7573
3505,1507
2340,2664
2340,5409
2340,2206
2340,8425
2340,5593
2340,188
6030,3845
6030,7193
6030,3887
6030,6816
6030,5906
6030,52
6030,3085
6030,8023
6030,9103
6030,6886
6030,2053
6030,3330
6030,6032
6030,8556
6030,5634
6030,5234
6030,3195
6030,4352
6030,6089
6030,6907
6030,8558
6030,1690
6030,5711
6030,9502
6030,3578
6030,5577
6030,9279
6030,4304
6030,8253
6030,1583
6030,2037
6030,4857
6030,2906
6030,7471
6030,4825
6030,4279
6030,5125
6030,2173
6030,773
6030,5042
997,8046
997,546
997,2822
997,1769
997,7883
997,7707
997,3608
15,7582
15,1809
15,3342
15,3835
15,4635
14,2506
5372,5412
5372,3115
5372,2764
9584,5194
7393,2506
1057,391
1057,2903
1057,1862
1057,531
1057,2372
1057,1273
9253,2506
6237,7043
4990,2506
4990,3994
8428,2506
6507,6831
6507,5536
6507,1048
6507,884
6507,719
6507,2297
6507,7448
6507,7624
6507,9119
6507,8581
3141,2506
4640,5905
4640,2389
4640,6753
4640,7406
4640,2839
5498,2506
3532,2506
8619,8314
7133,2506
5910,2506
5189,3929
9065,6698
5827,3654
5827,2159
4734,2506
4734,5194
841,2506
8981,2506
2858,2506
6763,9537
165,7047
7329,2506
7617,2506
638,2506
6726,4129
6726,2506
6726,4768
6726,5282
6726,9609
6726,5272
3374,9302
1168,2506
1168,40
9548,5282
101,2199
2528,2506
960,8543
6181,2506
2913,2404
2913,1651
993,738
993,1486
7521,5521
7521,8440
7521,7994
5382,2506
7468,9302
916,2393
916,7078
916,5583
916,143
916,243
916,5355
916,8396
916,8322
916,1020
916,9179
916,1765
676,4713
676,5741
676,7451
676,6379
676,1025
676,4346
676,8857
676,161
676,3129
676,7427
676,7263
676,3613
676,6840
676,8164
676,5920
676,3867
676,3490
676,3450
676,5689
676,5065
676,5360
7582,2506
7703,2506
8751,2506
2494,6871
